stock_code,product_role,evidence_description,evidence_rows_before_cutoff,decision_reason
90183C,merchandise,BLACK DROP EARRINGS W LONG BEADS,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90184A,merchandise,AMBER CHUNKY BEAD BRACELET W STRAP,26,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90184B,merchandise,AMETHYST CHUNKY BEAD BRACELET W STR,45,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90184C,merchandise,BLACK CHUNKY BEAD BRACELET W STRAP,51,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90185A,merchandise,AMBER DIAMANTE EXPANDABLE RING,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90185B,merchandise,AMETHYST DIAMANTE EXPANDABLE RING,34,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90185C,merchandise,BLACK DIAMANTE EXPANDABLE RING,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90185D,merchandise,CRYSTAL DIAMANTE EXPANDABLE RING,37,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90186A,merchandise,AMETHYST HOOP EARRING FLORAL LEAF,37,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90186B,merchandise,CRYSTAL HOOP EARRING FLORAL LEAF,32,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90187A,merchandise,BLUE DROP EARRINGS W BEAD CLUSTER,7,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90187B,merchandise,GREEN DROP EARRINGS W BEAD CLUSTER,14,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90188,merchandise,DROP EARRINGS W FLOWER & LEAF,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90189A,merchandise,SILVER 2 STRAND NECKLACE-LEAF CHARM,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90189B,merchandise,GOLD 2 STRAND NECKLACE-LEAF CHARMS,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90190A,merchandise,SILVER/CRYSTAL DROP EARRINGS W LEAF,31,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90190B,merchandise,GOLD/AMBER DROP EARRINGS W LEAF,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90190C,merchandise,SILVER/AMETHYST DROP EARRINGS LEAF,39,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90191,merchandise,SILVER LARIAT 40CM,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90192,merchandise,JADE DROP EARRINGS W FILIGREE,54,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90194,merchandise,SILVER LARIAT BLACK STONE EARRINGS,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90195A,merchandise,PURPLE GEMSTONE BRACELET,45,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90195B,merchandise,BLACK GEMSTONE BRACELET,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90196A,merchandise,PURPLE GEMSTONE NECKLACE 45CM,13,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90196B,merchandise,BLACK GEMSTONE NECKLACE 45CM,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90197A,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90197B,merchandise,BLACK GLASS BRACELET W HEART CHARMS,49,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90197C,unresolved,,0,No descriptive positive-purchase evidence before cutoff
90197D,merchandise,AMBER GLASS BRACELET HEART CHARMS,4,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90198A,merchandise,VINTAGE ROSE BEAD BRACELET RASPBERR,79,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90198B,merchandise,VINTAGE ROSE BEAD BRACELET BLACK,50,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90199A,merchandise,5 STRAND GLASS NECKLACE BLACK,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90199B,merchandise,5 STRAND GLASS NECKLACE AMETHYST,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90199C,merchandise,5 STRAND GLASS NECKLACE CRYSTAL,37,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90199D,merchandise,5 STRAND GLASS NECKLACE AMBER,16,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90200A,merchandise,PURPLE SWEETHEART BRACELET,96,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90200B,merchandise,BLACK SWEETHEART BRACELET,82,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90200C,merchandise,BLUE SWEETHEART BRACELET,103,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90200D,merchandise,PINK SWEETHEART BRACELET,150,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90200E,merchandise,GREEN SWEETHEART BRACELET,89,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90201A,merchandise,PURPLE ENAMEL FLOWER RING,53,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90201B,merchandise,BLACK ENAMEL FLOWER RING,54,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90201C,merchandise,RED ENAMEL FLOWER RING,44,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90201D,merchandise,GREEN ENAMEL FLOWER RING,57,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90202A,merchandise,PURPLE ENAMEL FLOWER HAIR TIE,21,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90202B,merchandise,WHITE ENAMEL FLOWER HAIR TIE,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90202C,merchandise,GREEN ENAMEL FLOWER HAIR TIE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90202D,merchandise,PINK ENAMEL FLOWER HAIR TIE,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90203,merchandise,SILVER CHARM NECKLACE 70CM,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90204,merchandise,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,37,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90205A,merchandise,LARGE MINT DIAMANTE HAIRSLIDE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90205C,merchandise,LARGE CRYSTAL DIAMANTE HAIRSLIDE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90206A,merchandise,GOLD DIAMANTE STAR BROOCH,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90206C,merchandise,CRYSTAL DIAMANTE STAR BROOCH,55,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90208,merchandise,PAIR OF PINK FLOWER CLUSTER SLIDE,35,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90209A,merchandise,PURPLE ENAMEL+GLASS HAIR COMB,10,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90209B,merchandise,GREEN ENAMEL+GLASS HAIR COMB,104,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90209C,merchandise,PINK ENAMEL+GLASS HAIR COMB,68,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90210A,merchandise,GREY ACRYLIC FACETED BANGLE,21,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90210B,merchandise,CLEAR ACRYLIC FACETED BANGLE,27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90210C,merchandise,RED   ACRYLIC FACETED BANGLE,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90210D,merchandise,PURPLE ACRYLIC FACETED BANGLE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90211A,merchandise,DIAMOND LAS VEGAS NECKLACE 45CM,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90211B,merchandise,JET BLACK LAS VEGAS NECKLACE 45CM,28,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90212B,merchandise,JET BLACK LAS VEGAS BRACELET ROUND,30,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90212C,merchandise,PURPLE LAS VEGAS BRACELET ROUND,8,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214A,merchandise,"LETTER ""A"" BLING KEY RING",104,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214B,merchandise,"LETTER ""B"" BLING KEY RING",42,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214C,merchandise,"LETTER ""C"" BLING KEY RING",69,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214D,merchandise,"LETTER ""D"" BLING KEY RING",51,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214E,merchandise,"LETTER ""E"" BLING KEY RING",68,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214F,merchandise,"LETTER ""F"" BLING KEY RING",28,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214G,merchandise,"LETTER ""G"" BLING KEY RING",48,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214H,merchandise,"LETTER ""H"" BLING KEY RING",56,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214I,merchandise,"LETTER ""I"" BLING KEY RING",27,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214J,merchandise,"LETTER ""J"" BLING KEY RING",89,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214K,merchandise,"LETTER ""K"" BLING KEY RING",83,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214L,merchandise,"LETTER ""L"" BLING KEY RING",68,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214M,merchandise,"LETTER ""M"" BLING KEY RING",67,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214N,merchandise,"LETTER ""N"" BLING KEY RING",43,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214O,merchandise,"LETTER ""O"" BLING KEY RING",17,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214P,merchandise,"LETTER ""P"" BLING KEY RING",32,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214R,merchandise,"LETTER ""R"" BLING KEY RING",52,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
90214S,merchandise,"LETTER ""S"" BLING KEY RING",89,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
